97893,Make It with You,tl,2,10.0,2020-01-13,2020-03-13,false,31.822,[Drama]
219364,Hearts On Ice,tl,1,9.0,2023-03-06,2023-06-16,false,42.914,[Drama]
228087,Walang Matigas na Pulis sa Matinik na Misis,tl,1,9.0,2023-06-04,2023-08-20,false,1.652,["Comedy,  Drama,  Action & Adventure"]
158837,Widows' Web,tl,1,9.0,2022-02-28,2022-04-29,false,14.593,["Drama,  Crime,  Mystery"]
211162,Start-Up PH,tl,1,9.0,2022-09-26,2022-12-23,true,41.597,["Drama,  Comedy"]
209572,Hanggang makita kang muli,tl,1,9.0,2016-03-07,2016-07-15,false,7.718,[Drama]
197860,Prima Donnas,tl,1,9.0,2019-08-19,2022-04-25,false,3.724,["Drama,  Family"]
207110,Wag Mong Agawin Ang Akin,tl,1,9.0,2022-07-31,2022-09-18,true,25.441,[Drama]
63827,The Promise,tl,1,9.0,2015-05-25,2016-02-12,false,31.809,["Soap,  Drama,  Family"]
214766,Horrorscope,tl,1,9.0,2021-01-13,2021-01-27,true,0.6,[Drama]
110370,Gaya sa Pelikula,tl,8,8.8,2020-09-25,2020-11-20,false,2.897,["Soap,  Comedy,  Drama"]
82116,Karelasyon,tl,3,8.667,2015-04-11,2017-05-13,false,23.295,[Drama]
121612,I Can See You,tl,3,8.667,2020-09-28,2022-02-04,false,17.493,[Drama]
102735,He's Into Her,tl,6,8.5,2021-05-28,2022-08-03,false,12.457,["Comedy,  Drama"]
98786,Descendants of the Sun (The Philippine Adaptation),tl,4,8.5,2020-02-10,2020-05-08,true,43.069,[Drama]
229281,Tie The Not,tl,2,8.5,2023-06-24,2023-07-16,false,1.395,[Drama]
218984,First Nanny,tl,2,8.5,2021-03-15,2021-07-02,false,10.466,["Drama,  Comedy"]
110551,Boyband Love,tl,2,8.5,2020-09-26,2020-12-05,false,6.286,[Drama]
152,Maging Sino Ka Man,tl,8,8.1,2006-10-09,2007-05-28,false,14.367,[Drama]
34643,"I Heart You, Pare!",tl,2,8.0,2011-02-07,2011-05-27,false,51.621,["Comedy,  Drama"]
209412,Love Bites,tl,2,8.0,2022-09-16,2023-06-16,true,5.026,[Drama]
89384,Got to Believe,tl,2,8.0,2013-08-26,2014-03-07,false,93.653,["Drama,  Comedy"]
43689,Be Careful With My Heart,tl,1,8.0,2012-07-09,2014-11-28,true,253.142,["Comedy,  Drama"]
202261,Pasión de Amor,tl,1,8.0,2015-05-18,2016-02-11,false,5.078,[Drama]
220392,Daig Kayo ng Lola Ko,tl,1,8.0,2017-04-30,2023-01-29,true,6.131,["Drama,  Comedy,  Family,  Sci-Fi & Fantasy"]
220472,My Dear Heart,tl,1,8.0,2017-01-23,2017-06-16,false,45.832,["Drama,  Comedy,  Sci-Fi & Fantasy,  Family"]
91706,Mga Batang Poz,tl,1,8.0,2019-07-27,2019-08-31,true,2.453,["Drama,  Comedy"]
138124,"Tara, G!",tl,1,8.0,2022-10-07,2022-12-09,false,3.074,["Drama,  Comedy"]
156955,Flower of Evil,tl,1,8.0,2022-06-23,2022-10-07,false,30.671,["Crime,  Drama,  Mystery"]
213755,Dream Maker,tl,1,8.0,2022-11-19,2023-02-12,false,11.774,[Reality]
126453,Bagito,tl,1,8.0,2014-11-17,2015-03-13,false,3.345,["Drama,  Comedy"]
220618,Someone to Watch Over Me,tl,1,8.0,2016-09-05,2017-01-06,false,31.24,["Drama,  Family"]
222435,Coffee Prince,tl,1,8.0,2012-10-08,2012-11-23,true,3.421,["Drama,  Comedy"]
38222,Maria la del Barrio,tl,1,8.0,2011-08-15,2012-03-02,false,12.347,["Drama,  Family"]
1210,Sana Maulit Muli,tl,1,8.0,2007-01-08,2007-04-20,false,19.922,[Drama]
101404,Jet and the Pet Rangers,tl,1,8.0,2020-04-03,2020-04-03,false,752.0,["Animation,  Kids,  Sci-Fi & Fantasy"]
3978,Ysabella,tl,1,8.0,2007-06-25,2008-01-18,false,9.326,["Drama,  Soap"]
103330,Asintado,tl,1,8.0,2018-01-15,2018-10-05,false,9.587,["Drama,  Action & Adventure,  Crime"]
208684,Teen Clash,tl,1,8.0,2023-03-17,2023-05-26,false,2.378,["Drama,  Comedy"]
207890,K-Love,tl,1,8.0,2022-10-14,2023-02-03,false,4.612,[Comedy]
103328,Lost Hearts,tl,1,8.0,2017-04-24,2018-01-12,false,8.726,[Drama]
128777,Saan Sana Tayo sa Himig ng Musika,tl,1,8.0,2021-05-21,2021-07-30,false,1.288,[Drama]
92998,Destined to be Yours,tl,1,8.0,2017-02-27,2017-05-26,false,52.428,["Drama,  Comedy,  Soap"]
107034,Legally Blind,tl,1,8.0,2017-02-20,2017-06-30,false,14.03,["Drama,  Crime"]
215546,Luv Is,tl,34,7.9,2023-01-16,2023-08-04,true,11.974,[Drama]
209228,Crocodile Whisperer,tl,3,7.8,2022-07-04,2022-09-30,true,5.075,["Drama,  Action & Adventure"]
135647,2 Good 2 Be True,tl,259,7.7,2022-05-16,2022-11-11,false,101.948,["Comedy,  Drama"]
211128,The Iron Heart,tl,49,7.6,2022-11-14,2023-10-03,true,1131.833,["Action & Adventure,  Drama"]
79893,Ika-6 na Utos,tl,6,7.5,2016-12-05,2018-03-17,false,8.148,[Drama]
228516,Stay,tl,2,7.5,2023-06-11,2023-07-23,true,2.544,[Drama]
63776,On the Wings of Love,tl,9,7.4,2015-08-10,2022-01-11,false,44.954,["Drama,  Romance,  Comedy"]
17346,Rosalinda,tl,3,7.333,2009-07-06,2009-11-27,false,17.87,[Drama]
111120,Barangay 143,tl,3,7.3,2018-10-21,2021-02-27,false,2.586,["Drama,  Animation"]
105024,"Hello, Stranger",tl,3,7.3,2020-06-24,2020-08-19,false,2.433,["Comedy,  Drama"]
134224,Voltes V: Legacy,tl,33,7.2,2023-05-08,2023-09-08,false,184.677,["Sci-Fi & Fantasy,  Action & Adventure"]
61953,Forevermore,tl,5,7.2,2014-10-27,2015-05-22,false,22.417,["Comedy,  Drama"]
203906,High (School) On Sex,tl,14,7.107,2022-06-08,2023-08-06,true,79.719,["Comedy,  Drama"]
215803,Batang Quiapo,tl,99,7.03,2023-02-13,2023-10-03,true,3065.138,["Action & Adventure,  Comedy,  Drama"]
211163,Maria Clara and Ibarra,tl,6,7.0,2022-10-03,2023-02-24,false,141.373,["Drama,  Comedy,  Sci-Fi & Fantasy"]
122551,Viral Scandal,tl,3,7.0,2021-11-15,2022-05-13,false,59.187,["Drama,  Mystery"]
221145,Sssshhh!,tl,2,7.0,2023-03-26,2023-04-16,true,18.533,[Drama]
117467,One Day Love: The Series,tl,1,7.0,2021-01-15,2021-02-26,true,1.256,["Comedy,  Drama"]
205456,Mara Clara,tl,1,7.0,2010-10-25,2011-06-03,false,11.476,[Drama]
222468,Aso ni San Roque,tl,1,7.0,2012-09-10,2013-01-11,false,10.84,["Drama,  Sci-Fi & Fantasy"]
220423,D' Originals,tl,1,7.0,2017-04-17,2017-07-07,false,6.714,["Drama,  Family,  Comedy,  Mystery"]
222433,Cielo de Angelina,tl,1,7.0,2012-10-22,2013-01-04,false,3.031,[Drama]
94496,Tadhana,tl,1,7.0,2017-05-20,2023-02-11,true,66.392,[Drama]
31248,It's Showtime,tl,1,7.0,2009-10-24,2023-02-02,true,36.702,["Comedy,  Reality"]
96890,Story Of My Life,tl,1,7.0,2019-12-27,2019-12-27,false,1.815,["Family,  Drama"]
221698,Dyesebel,tl,1,7.0,2014-03-17,2014-07-17,false,9.148,["Drama,  Sci-Fi & Fantasy"]
6869,Dyesebel,tl,1,7.0,2008-04-28,2008-10-17,false,12.325,["Sci-Fi & Fantasy,  Drama,  Comedy"]
221105,MariMar,tl,1,7.0,2015-08-24,2016-01-08,true,9.563,["Drama,  Comedy"]
202250,Dirty Linen,tl,101,6.8,2023-01-23,2023-08-25,false,26.126,["Mystery,  Drama"]
103831,Gameboys,tl,8,6.8,2020-05-22,2022-07-10,true,4.597,["Comedy,  Drama"]
107970,Doble Kara,tl,2,6.5,2015-08-24,2017-02-10,false,4.079,["Drama,  Family,  Comedy"]
66515,Brothers,tl,16,6.375,2015-09-28,2022-08-12,false,456.394,["Drama,  Action & Adventure"]
84011,Kadenang Ginto,tl,4,6.25,2018-10-08,2020-03-26,false,72.481,["Drama,  Soap,  Family"]
106817,"Oh, Mando!",tl,3,6.0,2020-11-05,2020-12-10,false,3.671,[Comedy]
131891,On the Job,tl,3,6.0,2021-09-12,2021-10-03,true,2.209,["Action & Adventure,  Crime"]
106152,The Four Bad Boys and Me,tl,2,6.0,2020-08-27,2020-10-15,false,1.182,[Comedy]
8462,Zorro,tl,2,6.0,2009-03-23,2009-08-07,false,17.149,["Action & Adventure,  Drama"]
111124,Ben X Jim,tl,2,6.0,2020-10-15,2021-06-11,true,4.63,[Drama]
118426,Unloving U,tl,2,6.0,2021-02-08,2021-02-13,false,2.967,["Drama,  Comedy"]
194535,Run To Me,tl,1,6.0,2022-05-21,2022-06-25,false,1.263,[Drama]
4077,"Te Amo, Maging Sino Ka Man",tl,1,6.0,2004-02-02,2004-09-17,false,29.646,[Drama]
44588,L,tl,1,6.0,2022-02-27,2022-03-13,false,7.086,[Comedy]
122895,HeartBreak Mountain,tl,1,6.0,2021-03-29,2021-04-26,true,0.6,[Drama]
92633,The Voice Teens,tl,1,6.0,2017-04-16,2020-07-12,true,29.744,[Reality]
218215,The Write One,tl,1,6.0,2023-03-20,2023-05-25,true,12.918,["Drama,  Sci-Fi & Fantasy"]
222429,Yesterday's Bride,tl,1,6.0,2012-10-29,2013-02-22,false,16.491,[Drama]
139487,Lyric and Beat,tl,1,6.0,2022-08-10,2022-09-23,false,2.201,["Drama,  Comedy"]
125495,Memories of Forgetting,tl,1,6.0,2020-12-02,2020-12-16,false,1.579,[Drama]
103126,Wreck Hunters,tl,1,6.0,2020-05-09,2020-05-16,false,0.6,[Documentary]
125030,The Broken Marriage Vow,tl,12,5.9,2022-01-24,2022-06-24,false,116.346,[Drama]
73066,La Luna Sangre,tl,5,5.5,2017-06-19,2018-03-02,false,38.76,["Drama,  Action & Adventure"]
214532,One Good Day,tl,2,5.5,2022-11-17,2022-12-22,false,1.456,[Action & Adventure]
4405,Memories,tl,2,5.5,1991-05-15,2022-12-10,false,9.088,[Drama]
69520,A Love to Last,tl,3,5.3,2017-01-09,2017-09-20,false,68.111,["Drama,  Family"]
121750,Mars Ravelo's Darna,tl,16,5.2,2022-08-15,2023-02-10,false,103.612,["Action & Adventure,  Sci-Fi & Fantasy,  Drama"]
78734,AMO,tl,4,5.0,2018-04-10,2018-04-10,false,1.878,["Crime,  Drama"]
216137,Drag Den,tl,3,5.0,2022-12-08,2023-01-26,false,1.996,[Reality]
97758,The Killer Bride,tl,2,5.0,2019-08-12,2020-01-17,false,129.587,["Mystery,  Crime"]
40061,My Binondo Girl,tl,2,5.0,2011-08-22,2012-01-20,false,19.477,["Drama,  Comedy"]
115014,Meet Me Outside,tl,2,5.0,2020-12-21,2020-12-26,false,1.768,[Drama]
8892,Pinoy Big Brother,tl,1,5.0,2005-08-21,2022-01-31,true,21.848,[Reality]
109221,Quaranthings,tl,1,5.0,2020-09-04,2022-01-14,true,2.565,["Drama,  Comedy"]
226761,Sex Hub,tl,1,5.0,2023-06-04,2023-06-25,true,15.673,[Drama]
120188,Between Us The Series,tl,1,5.0,2021-03-06,2021-06-12,true,1.236,[Drama]
152296,Love in 40 Days,tl,6,4.9,2022-05-30,2022-10-28,false,32.304,["Comedy,  Sci-Fi & Fantasy"]
214080,Lovely Ladies Dormitory,tl,5,4.9,2022-12-18,2023-01-22,true,24.546,[Drama]
153409,Sleep With Me,tl,5,4.6,2022-08-15,2022-08-15,false,9.174,["Drama,  Comedy"]
210910,An/Na,tl,2,4.5,2022-09-25,2022-10-16,false,9.056,[Drama]
209609,Abot-Kamay Na Pangarap,tl,3,4.3,2022-09-05,2023-10-03,true,148.148,["Drama,  Family"]
157171,How to Move On in 30 Days,tl,2,4.0,2022-04-04,2022-06-24,false,8.198,[Comedy]
195554,My Papa Pi,tl,1,4.0,2022-03-19,2022-06-18,true,1.405,[Comedy]
125302,Love vs Stars,tl,1,4.0,2021-04-11,2021-07-04,false,2.852,[Comedy]
124549,"Marry Me, Marry You",tl,8,3.8,2021-09-13,2022-01-21,false,64.264,["Drama,  Comedy"]
194619,A Family Affair,tl,7,3.4,2022-06-27,2022-11-04,false,11.276,[Drama]
197321,Iskandalo,tl,2,3.0,2022-04-09,2022-06-11,false,10.885,[Crime]
219489,Starla,tl,1,2.0,2019-10-07,2020-01-10,false,10.728,["Drama,  Comedy,  Sci-Fi & Fantasy"]
104898,New Beginnings,tl,1,2.0,2020-10-26,2021-04-30,false,50.975,[Drama]
214084,Unica Hija,tl,1,2.0,2022-11-07,2023-03-03,true,35.524,["Sci-Fi & Fantasy,  Drama"]
209241,Gameboys 2,tl,1,2.0,2022-05-22,2022-07-10,true,1.332,["Comedy,  Drama"]
217728,Erotica Manila,tl,1,2.0,2023-01-29,2023-02-19,true,16.472,[Drama]
212130,Nakarehas Na Puso,tl,1,2.0,2022-09-26,2023-01-13,false,2.969,[Drama]
121422,Huwag Kang Mangamba,tl,1,2.0,2021-03-22,2021-11-12,false,34.997,["Drama,  Sci-Fi & Fantasy"]
111527,The House Arrest of Us,tl,1,2.0,2020-10-24,2021-01-16,true,2.36,[Comedy]
87137,Onanay,tl,1,2.0,2018-08-06,2019-03-15,false,5.125,["Drama,  Family"]
114034,Cheat,tl,2,1.5,2020-11-30,2021-01-19,true,1.038,["Drama,  Action & Adventure,  Mystery"]
127194,"My Wife, My Rival",tl,2,1.0,2018-10-22,2019-03-02,false,40.078,[Drama]
4578,Krystala,tl,1,1.0,2004-10-11,2005-04-22,false,5.638,["Sci-Fi & Fantasy,  Action & Adventure"]
217498,Beautiful Scars,tl,1,1.0,2023-01-02,2023-01-23,false,718.0,[Drama]
